,artist,song_name,closest_genre,lyric
84,Fats Waller,Sugar Rose,Jazz,"Every honey bee fills with jealousy,
when they see you out with me.

Goodness knows
You're my honeysuckle rose

When you're passin' by flowers droop and sigh,
and I know the reason why.

Goodness knows
You're my honeysuckle rose

Don't buy sugar,
You just have to touch my cup.
You're my sugar.
It's sweeter when you stir it up.

When I'm taking sips from your tasty lips
seems the honey fairly drips.

Goodness knows
You're my honeysuckle rose

Guitar solo

Goodness knows
You're my honeysuckle rose

Don't buy sugar,
You just have to touch my cup.
You're my sugar.
It's sweeter when you stir it up.

When I'm taking sips from your tasty lips
seems the honey fairly drips.

Goodness knows
You're my honeysuckle rose"
85,Fats Waller,It's A Sin To Tell A Lie,Jazz,"Be sure it's true when you say ""I love you""
It's a sin to tell a lie
Millions of heart have been broken
Just because these words were spoken

I love you, yes I do, I love you
If you break my heart I'll die
So be sure it's true when you say ""I love you""
It's a sin to tell a lie

MONOLOGUE: Now, ya better be sure that it's true when you say ""I LUV ya.""
Honey chile, don'tcha know it's a sin to tell a lie? Whole LOTTA hearts have been
broken. Ya know why they were broken? Just for these foolish little words that
were spoken. Ya know what they were? ""I LUV ya, I LUV ya."" Darlin', ya know
doggone well I LUV ya and if ya break my heart I've GOT to die. So ya better be
sure that it's true when you come runnin' up here sayin' ""I LUV ya"" 'cause it's a sin
to tell a lie.

I love you, yes I do, I love you
If you break my heart I'll die
So be sure it's true when you say ""I love you""
It's a sin to tell a lie"
86,Fats Waller,Viper's Drag,Jazz,"Think about a reptile, five foot long
A li'l bit high, but not too strong
You'll be high - but not for long
If you're a viper…

Well now,
I'm the king of everything
Got to get high before I sing
Sky is high, ever'body's high
If you're a viper…

If your throat gets dry, you know you're high
Everything is dandy
Truck on down to the candy store
Bust your conk on some peppermint candy

Now you know, your body's sent
You don' give a damn if you don' pay rent
Light that tea, let it be
If you're a viper…"
87,Fats Waller,I Can't Give You Anything but Love,Jazz,"Yes it's me and I'm in love again
Had no lovin' since you know when
You know I love you, yes I do
And I'm saving all my lovin' just for you

Need your lovin' and I need it bad
Just like a dog when he's goin' mad
Woo-ee baby, woo-oo-ee
Baby won't you give your love to me

Eenie meenie and miney-mo
Told me you'd'n't want me around no more
Woo-ee baby, woo-oo-ee
Baby don't you let your dog bite me

[Instrumental Interlude]

Yes it's me and I'm in love again
Had no lovin' since you know when
You know I love, you yes I do
And I'm saving all my lovin' just for you

Eenie, meenie, and miney-mo
Told me you'd'n't want me around no more
Woo-ee baby, woo-oo-ee
Baby don't you let your dog bite me"
88,Fats Waller,Lost Love,Jazz,"Yes it's me and I'm in love again
Had no lovin' since you know when
You know I love you, yes I do
And I'm saving all my lovin' just for you

Need your lovin' and I need it bad
Just like a dog when he's goin' mad
Woo-ee baby, woo-oo-ee
Baby won't you give your love to me

Eenie meenie and miney-mo
Told me you'd'n't want me around no more
Woo-ee baby, woo-oo-ee
Baby don't you let your dog bite me

[Instrumental Interlude]

Yes it's me and I'm in love again
Had no lovin' since you know when
You know I love, you yes I do
And I'm saving all my lovin' just for you

Eenie, meenie, and miney-mo
Told me you'd'n't want me around no more
Woo-ee baby, woo-oo-ee
Baby don't you let your dog bite me"
89,Fats Waller,Honey Hush,Jazz,"Honey Chile
You will never win wonderful charm
But I love ta hold ya in my arms
Only you can fill me like you do
So hold let kiss for a long long while
You know why I love you honey chile
I love to hear you whisper low
You know you really thrill me so
Only you can fill me like you do
So please don't put me on that shelf
You know I can not help myself
I am happy as a baby boy
You ain't nothing but a bundle of joy
Only you can fill me like you do
Bend your legs and pigeon toes
You know why I love you goodness knows

You will never win wonderful charm
But I love ta hold ya in my arms
No one can fill me like you do
So hold let kiss for a long long while
You why I love you honey chile
I am happy as a baby boy
You ain't nothing but a bundle of joy
Only you can fill me like you do
Bend your legs and pigeon toes
You know I love you Goodness knows"
90,Fats Waller,Our Love Was Meant to Be,Jazz,"Yes it's me and I'm in love again
Had no lovin' since you know when
You know I love you, yes I do
And I'm saving all my lovin' just for you

Need your lovin' and I need it bad
Just like a dog when he's goin' mad
Woo-ee baby, woo-oo-ee
Baby won't you give your love to me

Eenie meenie and miney-mo
Told me you'd'n't want me around no more
Woo-ee baby, woo-oo-ee
Baby don't you let your dog bite me

[Instrumental Interlude]

Yes it's me and I'm in love again
Had no lovin' since you know when
You know I love, you yes I do
And I'm saving all my lovin' just for you

Eenie, meenie, and miney-mo
Told me you'd'n't want me around no more
Woo-ee baby, woo-oo-ee
Baby don't you let your dog bite me"
91,Uncle Bunt Stephens,Sail Away Lady - 2020 Remaster,Folk,"JOANNE:
Here's to the ladies who lunch--
Everybody laugh.
Lounging in their caftans
And planning a brunch
On their own behalf.
Off to the gym,
Then to a fitting,
Claiming they're fat.
And looking grim,
'Cause they've been sitting
Choosing a hat.
Does anyone still wear a hat?
I'll drink to that.

And here's to the girls who play smart--
Aren't they a gas?
Rushing to their classes
In optical art,
Wishing it would pass.
Another long exhausting day,
Another thousand dollars,
A matinee, a Pinter play,
Perhaps a piece of Mahler's.
I'll drink to that.
And one for Mahler!

And here's to the girls who play wife--
Aren't they too much?
Keeping house but clutching
A copy of LIFE,
Just to keep in touch.
The ones who follow the rules,
And meet themselves at the schools,
Too busy to know that they're fools.
Aren't they a gem?
I'll drink to them!
Let's all drink to them!

And here's to the girls who just watch--
Aren't they the best?
When they get depressed,
It's a bottle of Scotch,
Plus a little jest.
Another chance to disapprove,
Another brilliant zinger,
Another reason not to move,
Another vodka stinger.
Aaaaaaaaaaaaaaaaaaaaaaahhhhhh!
I'll drink to that.

So here's to the girls on the go--
Everybody tries.
Look into their eyes,
And you'll see what they know:
Everybody dies.
A toast to that invincible bunch,
The dinosaurs surviving the crunch.
Let's hear it for the ladies who lunch--
Everybody rise!
Rise!
Rise! Rise! Rise! Rise! Rise! Rise! Rise!
Rise!"
92,Fats Waller,A Hopeless Love Affair,Jazz,"Yes it's me and I'm in love again
Had no lovin' since you know when
You know I love you, yes I do
And I'm saving all my lovin' just for you

Need your lovin' and I need it bad
Just like a dog when he's goin' mad
Woo-ee baby, woo-oo-ee
Baby won't you give your love to me

Eenie meenie and miney-mo
Told me you'd'n't want me around no more
Woo-ee baby, woo-oo-ee
Baby don't you let your dog bite me

[Instrumental Interlude]

Yes it's me and I'm in love again
Had no lovin' since you know when
You know I love, you yes I do
And I'm saving all my lovin' just for you

Eenie, meenie, and miney-mo
Told me you'd'n't want me around no more
Woo-ee baby, woo-oo-ee
Baby don't you let your dog bite me"
93,Fats Waller,St. Louis Blues,Jazz,"Blue Monday how I hate Blue Monday
Got to work like a slave all day
Here come Tuesday, oh hard Tuesday
I'm so tired got no time to play

Here come Wednesday, I'm beat to my socks
My gal calls, got to tell her that I'm out
'Cause Thursday is a hard workin' day
And Friday I get my pay

Saturday mornin', oh Saturday mornin'
All my tiredness has gone away
Got my money and my honey
And I'm out on the stand to play

Sunday mornin' my head is bad
But it's worth it for the time that I had
But I've got to get my rest
'Cause Monday is a mess"
94,Fats Waller,"Hold Tight (Want Some Seafood, Mama)",Jazz,"(feat. Jennifer Lopez)

[Jennifer Lopez]
Now you been holding me down mm
For such a long time now
From back then to now in my story
Straight from the hood
You've always been there for me

And you had my back when they
Back when everybody said I wasn't anything
It was you that kept me holding on
No matter what was going on
So whatever you need I got you yeah

[Fat Joe]
Reminiscing that 6 train from way back
Now it's skyblue Phantoms and stretch Maybacks
For sweepin them floors in them Bronx apartments
Mira esta que on that red carpet
When Pun died you was the first to call me
I never told you
But you was there for me
Whatever you need, I be there for you
Crack, I got ya back, for real, true story

[Jennifer Lopez]
Now my loyalty will always be
With you if you just promise me
That you'll stay real just like you are
Cuz baby you don't have to change no...

[Chorus]

[Jennifer Lopez]
You don't know how much you mean to me
Whenever your down you know that you can lean on me
No matter the situation, boy I'm gon' hold you down

[Fat Joe]
You don't know how much you mean to me
Whenever your down you know that you can lean on me
No matter the situation, girl I'm gon' hold you down

[Fat Joe]
Yo, 2005, Rakim and Jody Watley
Watch me paint a picture so perfect
Quite possibly
The realest fresher from BX to Southbeach
I'mma always hold you down, girl
You can count on me

[Jennifer Lopez]
So remember this whenever I call
We go back too far, we been through it all
Even though, we haven't spoke in so long
Ain't nothing change, not a damn thing baby

[Jennifer Lopez]
Now my loyalty will always be
With you if you just promise me
That you'll stay real just like you are
Cuz baby you don't have to change no...

[Chorus]

[Jennifer Lopez]
You don't know how much you mean to me
Whenever your down you know that you can lean on me
No matter the situation, boy I'm gon' hold you down

[Fat Joe]
You don't know how much you mean to me
Whenever your down you know that you can lean on me
No matter the situation, girl I'm gon' hold you down

[Fat Joe]
Like *something somethin*
This industry
Yeah my father made me this way
Get between me and J-Lo
I simply stay
you better off sweepin leaves on a windy day

[Jennifer Lopez]
So I don't care about the situation
I'ma ride for you
If there's a complication
Cuz everytime you had my back and all
When we were young
And now you're Joey Crack and all

[Jennifer Lopez]
Now my loyalty will always be
With you if you just promise me
That you'll stay real just like you are
Cuz baby you don't have to change because...

[Chorus]

[Jennifer Lopez]
You don't know how much you mean to me
Whenever your down you know that you can lean on me
No matter the situation, boy I'm gon' hold you down

[Fat Joe]
You don't know how much you mean to me
Whenever your down you know that you can lean on me
No matter the situation, girl I'm gon' hold you down

[both]
You don't know how much you mean to me
Whenever your down you know that you can lean on me
No matter the situation, I'm gon' hold you down

[both]
You don't know how much you mean to me
Whenever your down you know that you can lean on me
No matter the situation, I'm gon' hold you down

[Jennifer Lopez]
You down
Down, down, I'm gonna hold you down"
