artist,song_name,closest_genre,lyric,length_lyric
The Supremes,My Favorite Things - Stereo,Blues,"Its the same routine of getting up every morning
And putting on a smile
But underneath theres another person
Who cant find a reason to make living worthwhile

Ah, another day to get through
Without the love that once was mine
Sometimes I think my heartaches come to an end
And then something brings them all back again
Like wanting you and like having you
Ill never get used to

Ive gotten used to not listing
For familiar sounds you used to make
Now Im trying to get out of the habit
Of calling your name first thing when I awake
Look here !

Its like a childs first step
I have to learn to walk all, all over again
cause you were always there if I should fall
And now theres nobody else that I can call
Its like wanting you and not having you
Ill never get used to

Lost in a cloud
I think I caught a glimpse of you
Blindly I rush to touch your hand, huh!
To discover its my mind
Playing tricks on me again
Tricks on me again

Some things you never get used to
Sometimes I think my heartaches come to an end
And then something brings them all back again
Like wanting you and like having you
Ill never get used to
Its wanting you and like having you
Ill never get used to
Look here !
Like wanting you and like having you
Ill never get used to",248
Willie Dixon,I Can't Quit You Baby,Blues,"Mama don't let your babies grow up to be cowboys
Don't let 'em pick guitars and drive them old trucks
Make 'em be doctors and lawyers and such
Mama don't let your babies grow up to be cowboys
They'll never stay home and they're always alone
Even with someone they love

Cowboys ain't easy to love and they're harder to hold
And they'd rather give you a song then diamonds or gold
Lonestar belt buckles and old faded Levi's each night begins a new day
And if you don't understand him and he don't die young
He'll probly just ride away

Mama don't let your babies grow up to be cowboys
Don't let 'em pick guitars and drive them old trucks
Make 'em be doctors and lawyers and such
Mama don't let your babies grow up to be cowboys
They'll never stay home and they're always alone
Even with someone they love

Cowboys like smokey old pool rooms and clear mountain moringin's
Little warm puppies and children and girls of the night
And them that don't know him won't like him
And them that do sometimes won't know how to take him
He ain't wrong he's just different
but his pride won't let him do things to make you think he's right

Mama don't let your babies grow up to be cowboys
Don't let 'em pick guitars and drive them old trucks
Make 'em be doctors and lawyers and such
Mama don't let your babies grow up to be cowboys
They'll never stay home and they're always alone
Even with someone they love

Mama don't let your babies grow up to be cowboys
Don't let 'em pick guitars and drive them old trucks
Make 'em be doctors and lawyers and such",291
Stevie Wonder,All In Love Is Fair,Blues,"I was born in Lil' Rock,
Had a childhood sweetheart,
We were always hand in hand.

I was hightop shoes and shirt tails,
Suzy was in pig tails,
I know I loved her even then.

You know my papa disapproved it,
My mama boohooed it,
But I told them time and time again,
&amp;quot;Don't you know I was made to love her,
Built a world all around her&amp;quot;
Yah! Hey, hey, hey.

She's been my inspiration,
Showed appreciation
For the love I gave her through the years.

Like a sweet magnolia tree
My love blossmed tenderly,
My life grew sweeter through the years.

I know that my baby loves me,
My baby needs me,
That's why we made it through the years.

I was made to love her,
Worship and adore her,
Hey, hey, hey.

All through thick and thin
Our love just won't end,
'Cause I love my baby, love my baby. Ah!

My baby loves me,
My baby needs me,
And I know I ain't going nowhere.

I was knee high to a chicken
When that love bug bit me,
I had the fever with each passing year.

Oh, even if the mountain tumbles,
If this whole world crumbles,
By her side I'll still be standing there.

'Cause I was made to love her,
I was made to live for her, yeah!

Ah, I was made to love her,
Built my world all around her,
Hey, hey, hey.

Oo baby, I was made to please her,
You know Stevie ain't gonna leave her, no,
Hey, hey, hey.

Oo wee baby, my baby loves me,
My baby needs me,
Hey, hey, hey.

OO my baby loves me....",278
B.B. King,Caldonia,Blues,"Hey, I'm walking with my woman
She got great big feet
Long, lean and angry
She ain't had nothing to eat
But she's my woman
And I love her just the same
She's a fine looking woman
And Caldonia is her name

Now here we go!

Caldonia, Caldonia
What makes your big head so hard
I love her
Yeah, I love her just the same

Give me that now.

I'm crazy about the woman
'Cause Caldonia is her name

Can we do it once more?

Caldonia, Caldonia
What makes your big head so hard, oh

Caldonia, Caldonia, Caldonia",98
Sam Cooke,A Change Is Gonna Come,Blues,"I was born by the river in a little tent
And just like that river I've been running ever since
It's been a long time coming
But I know a change is gonna come, oh yes it will

It's been too hard living, but I'm afraid to die
Cos I don't know what's out there beyond the sky
It's been a long, a long time coming
But I know a change is gonna come, oh yes it will

BRIDGE:

And then I go to see my brother
And I ask him to help me please
And he just winds up knockin' me
Back down on my knees

There were times when I thought I couldn't last for long
But now I think I'm able to carry on
It's been a long, been a long time coming
But I know a change is gonna come, oh yes it will

REPEAT VERSE 2",151
Gladys Knight & The Pips,Midnight Train to Georgia,Blues,"L.A. proved too much for the man
(Too much for the man, he couldn't make it)
So he's leaving a life he's come to know, ooh
(He said he's going)
He said he's going back to find
(Going back to find)
Ooh, what's left of his world
The world he left behind not so long ago

He's leaving
(Leaving)
On that midnight train to Georgia, yeah
(Leaving on the midnight train)
Said he's going back
(Going back to find)
To a simpler place and time, oh yes he is
(Whenever he takes that ride, guess who's gonna be right by his side)
I'll be with him
(I know you will)
On that midnight train to Georgia
(Leaving on a midnight train to Georgia, woo woo)
I'd rather live in his world
(Live in his world)
Than live without him in mine
(Her world is his, his and hers alone)

He kept dreaming
(Dreaming)
Ooh, that some day he'd be a star
(A superstar, but he didn't get far)
But he sure found out the hard way
That dreams don't always come true, oh no, uh uh
(Dreams don't always come true, uh uh, no, uh uh)
So he pawned all his hopes
(Woo, woo, woo-woo)
And even sold his old car
(Woo, woo, woo-woo)
Bought a one way ticket back to the life he once knew
Oh yes he did, he said he would

Oh-oh, he's leaving
(Leaving)
On that midnight train to Georgia, yeah
(Leaving on a midnight train)
Said he's going back to find, ooh
(Going back to find)
A simpler place and time, ooh, yeah
(Whenever he takes that ride, guess who's gonna be right by his side)
I'm gonna be with him
(I know you will)
On that midnight train to Georgia
(Leaving on a midnight train to Georgia, woo woo)
I'd rather live in his world
(Live in his world)
Than live without him in mine
(Her world is his, his and hers alone)

Ooh, he's leaving
(Leaving)
On the midnight train to Georgia, yeah, ooh y'all
(Leaving on the midnight train)
Said he's going back to find
(Going back to find)
Ooh, a simpler place and time, ooh y'all, uh-huh
(Whenever he takes that ride, guess who's gonna be right by his side)
I've got to be with him
(I know you will)
On that midnight train to Georgia
(Leaving on a midnight train to Georgia, woo woo)
I'd rather live in his world
(Live in his world)
Than live without him in mine
(Her world is his, his and hers alone)

For love, gonna board the midnight train to ride
For love, gonna board, gotta board the midnight train to go
For love, gonna board, uh huh, the midnight train to go
My world, his world, our world, mine and his alone
My world, his world, our world, mine and his alone
I got to go
I got to go
I got to go, hey
I got to go
I got to go
My world, his world, my man, his girl
I got to go
I got to go, oh
I got to go
My world, his world, our world, his girl",529
Sonny Boy Williamson I,Bad Luck Blues,Blues,"I'll have a blue Christmas without you
I'll be so blue thinkin' about you
Decorations of red on a green Christmas tree
Won't mean a thing if you're not here with me

I'll have a blue Christmas, that's certain
And when that blue heartache starts hurtin'
You'll be doin' all right with your Christmas of white
But I'll have a blue, blue Christmas

You'll be doin' all right with your Christmas of white
But I'll have a blue, blue Christmas",80
Ramsey Lewis Trio,God Rest Ye Merry Gentlemen,Blues,"Baby, I'm yours (baby, I'm yours)
And I'll be yours until
The stars fall from the sky
Yours until the rivers all run dry
In other words, until I die

Baby, I'm yours (baby, I'm yours)
And Ill be yours until
The sun no longer shines
Yours until the poets run out of rhyme
In other words, until the end of time

I'm gonna stay right here by your side
Do my best to keep you satisfied
Nothing in the world can drive me away
'Cause every day you'll hear me say

Baby, I'm yours (baby, I'm yours)
And I'll be yours until
Two and two is three
Yours until the mountain crumbles to the sea
In other words, until eternity

Baby, I'm yours
Till the stars fall from the sky
Baby, I'm yours
Till the rivers all run dry
Baby, I'm yours
Till the poets run out of rhyme",150
Sam Cooke,(Ain't That) Good News,Blues,"Wo ah la ta da, wo ah la ta da, da da da all night long (x2)

Yeah, come on & let the good times roll
We're gonna stay here till we soothe our souls
If it take all night long
One more time, come on & let the good times roll
We're gonna stay here till we soothe our souls
If it take all night long

Gotta tell you, evenin' sun is sinkin' low
The clock on the wall say it's time to go
I got my plans, I don't know about you
I'll tell you exactly what I'm gonna do

Get in the groove & let the good times roll
I'm gonna stay here till I soothe my soul
If it take all night long
Yeah, everybody let the good times roll
We're gonna stay here till we soothe our souls
If it take all night long

Yeah, it might be 1 o'clock & it might be 3
Time don't mean that much to me
I've felt this good since I don't know when
& I might not feel this good again

So come on & let the good times roll
We're gonna stay here till we soothe our souls
If it take all night long
& all night (all night) & all night (all night)
& all night (all night) & all night long (all night)
Somebody said it might take all night long
& all night (all night) & all night (all night), so
Come on & let the good times roll
We're gonna stay here till we soothe our souls
If it take all night long",271
Don Covay,"Mercy, Mercy",Blues,"Have mercy
Have mercy baby
Have mercy
Have mercy on me

Well I went to see a gypsy
And had my fortune read
She said Don, your baby's gonna leave you
Her back is packed up under the bed
And I cry

Have mercy
Have mercy baby
Have mercy
Have mercy on me

I say, if you leave me baby
Girl if you put me down
Well I'm a goin' to the nearest river, child
And jump from above to the ground
Don't leave me

Have mercy
Have mercy baby
Mercy yeah
Have mercy
Have mercy on me

Well hey hey baby, hey hey now
What you tryin' to do, huh?
Hey hey baby, hey hey now
Please don't say we're through

I said if you stay, baby
I tell you what I'm gonna do
I'm gonna work to a job seven days a week
And bring my money home to you

Well I say mercy,
mercy, mercy, mercy...",159
